incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH,DAY_OF_WEEK,SEASON,FIRE_SIZE_CAT
Joshua Fire,2024-09-11,Los Angeles,30.0,34.50295,-118.045033,9,2,Fall,Small
Alpaugh Fire,2024-09-11,Tulare,18.0,35.863675,-119.536893,9,2,Fall,Small
Quincy Fire,2024-09-12,Butte,85.0,39.48058,-121.42105,9,3,Fall,Medium
Bell Fire,2024-09-14,El Dorado,12.0,38.545436,-120.840433,9,5,Fall,Small
Cougar Fire,2024-09-15,Sonoma,53.0,38.145843,-122.485218,9,6,Fall,Medium
Ripple Fire,2024-09-15,Fresno,15.0,36.682583,-119.189459,9,6,Fall,Small
Rosa Fire,2024-09-16,Santa Barbara,20.0,34.59556,-120.35679,9,0,Fall,Small
Executive Fire,2024-09-17,Tehama,58.0,39.93192,-122.307297,9,1,Fall,Medium
Phelps Fire,2024-09-19,Fresno,35.0,36.15407,-120.259824,9,3,Fall,Small
Antonio Fire,2024-09-23,Sonoma,11.0,38.187148,-122.656105,9,0,Fall,Small
Plymire Fire,2024-09-26,Tehama,14.0,40.201159,-122.284309,9,3,Fall,Small
Meiss Fire,2024-09-27,Sacramento,42.0,38.427179,-121.054386,9,4,Fall,Medium
Pinnacles Fire,2024-09-27,San Benito,17.0,36.493781,-121.147092,9,4,Fall,Small
86 Fire,2024-09-27,Riverside,38.0,33.540008,-116.099893,9,4,Fall,Medium
Chase Fire ,2024-09-27,Kern,35.0,35.374332,-118.84398,9,4,Fall,Small
Cindy Fire ,2024-09-28,Los Angeles,13.0,34.5352699,-118.1176558,9,5,Fall,Small
Ridge Fire,2024-09-29,Santa Barbara,17.0,34.50334,-120.274,9,6,Fall,Small
Soda Fire,2024-09-30,San Luis Obispo,633.0,35.351479,-120.005229,9,0,Fall,Large
Tiger Fire,2024-09-30,Amador,4.0,38.4546979,-120.49265,9,0,Fall,Small
Lago Fire,2024-10-02,Los Angeles,25.0,34.497433,-118.616267,10,2,Fall,Small
Peak Fire,2024-10-02,Tuolumne,316.0,38.250731,-119.939391,10,2,Fall,Large
Bear Fire,2024-10-02,Humboldt,23.0,40.471128,-123.654313,10,2,Fall,Small
Felicia Fire,2024-10-03,Ventura,367.0,34.46437,-118.7641,10,3,Fall,Large
Ranch Fire,2024-10-03,Kings,10.0,35.854009,-120.08283,10,3,Fall,Small
Glenhaven Fire,2024-10-04,Lake,417.0,39.026764,-122.718183,10,4,Fall,Large
Ruby Fire,2024-10-04,Kern,50.0,34.957874,-118.190532,10,4,Fall,Medium
Central 2 Fire,2024-10-04,Fresno,15.0,36.69212,-119.5922,10,4,Fall,Small
Wolf Fire,2024-10-04,Fresno,22.0,36.692574,-119.645931,10,4,Fall,Small
Dutch Fire,2024-10-05,Nevada,28.0,39.227018,-120.834831,10,5,Fall,Small
Two Mile Fire,2024-10-03,Colusa,10.0,39.218344,-122.153187,10,3,Fall,Small
Tuledad Fire,2024-10-06,Lassen,564.0,40.887485,-120.144717,10,6,Fall,Large
Hambone Fire,2024-10-06,Siskiyou,15.0,41.281183,-121.652642,10,6,Fall,Small
Verjeles Fire,2024-10-06,Yuba,12.0,39.3574,-121.3681,10,6,Fall,Small
Wood Fire,2024-10-06,Humboldt,26.0,40.176118,-123.820482,10,6,Fall,Small
Posta 3 Fire,2024-10-07,San Diego,413.0,32.723782,-116.424495,10,0,Fall,Large
Cemetery Fire,2024-10-08,Modoc,56.0,41.19492,-120.94668,10,1,Fall,Medium
Piney Fire ,2024-10-08,Monterey,225.0,36.378918,-121.563092,10,1,Fall,Large
Bahrman Fire,2024-10-09,Riverside,110.0,33.555137,-116.683446,10,2,Fall,Medium
Shoe Fire,2024-10-09,Shasta,5124.0,40.923444,-122.10167,10,2,Fall,Large
Miles Fire,2024-10-11,Riverside,23.0,33.733233,-117.441832,10,4,Fall,Small
Marvin Fire,2024-10-13,Riverside,12.0,33.81851826,-117.0764047,10,6,Fall,Small
Jack Fire,2024-10-13,Riverside,260.0,33.9239548,-117.0375417,10,6,Fall,Large
Canyon Fire,2024-10-15,San Luis Obispo,16.0,35.318949,-120.133664,10,1,Fall,Small
Snake Fire,2024-10-17,San Luis Obispo,8.0,35.375211,-120.435273,10,3,Fall,Small
Maria Fire,2024-10-17,San Luis Obispo,80.0,34.98749,-120.430379,10,3,Fall,Medium
Hay Fire,2024-10-18,Solano,869.0,38.3151744,-121.8584227,10,4,Fall,Large
Keller Fire,2024-10-18,Alameda,15.0,37.7741494,-122.1569455,10,4,Fall,Small
Mission Fire,2024-10-18,Riverside,17.0,33.979878,-117.401904,10,4,Fall,Small
Lost Fire,2024-10-19,Fresno,13.0,36.03643,-120.182476,10,5,Fall,Small
Gilardi Fire,2024-10-19,San Luis Obispo,50.0,35.342748,-120.758104,10,5,Fall,Medium
162 Fire,2024-10-19,Glenn,60.0,39.4643049,-121.965973,10,5,Fall,Medium
Dove Fire,2024-10-19,Kern,954.0,35.45554,-118.1033,10,5,Fall,Large
Pedley Fire,2024-10-19,Riverside,15.0,34.017513,-117.479583,10,5,Fall,Small
Iowa Fire,2024-10-21,Yuba,38.0,39.293028,-121.48061,10,0,Fall,Medium
Coalinga Fire,2024-10-24,Fresno,5.0,36.281579,-120.300799,10,3,Fall,Small
Golden Fire,2024-10-24,Riverside,40.0,33.443458,-116.87992,10,3,Fall,Medium
Riverview Fire,2024-10-24,Santa Barbara,64.0,34.62078,-120.259123,10,3,Fall,Medium
Lost Fire,2024-10-26,Fresno,15.0,36.048799,-120.164271,10,5,Fall,Small
Alray Fire,2024-10-26,San Bernardino,16.0,34.35491,-117.467864,10,5,Fall,Small
Campbell Fire,2024-10-28,Tulare,524.0,36.229517,-118.858046,10,0,Fall,Large
Hog Fire,2024-10-30,Tehama,40.0,40.24402,-121.972909,10,2,Fall,Medium
Quarry Fire,2024-10-31,San Diego,10.0,32.69011,-117.01352,10,3,Fall,Small
Montezuma Fire,2024-10-31,San Diego,37.0,32.77126,-117.09495,10,3,Fall,Medium
Gaylord Fire,2024-11-03,Tehama,47.0,39.925884,-122.132235,11,6,Fall,Medium
Wolf Fire,2024-11-04,Riverside,25.0,33.886528,-116.90239,11,0,Fall,Small
Mountain Fire,2024-11-06,Ventura,19904.0,34.3189,-118.9689,11,2,Fall,Large
Broad Fire,2024-11-06,Los Angeles,50.0,34.033917,-118.704833,11,2,Fall,Medium
Lake Fire,2024-11-05,Trinity,44.0,40.342148,-123.420067,11,1,Fall,Medium
Valley Fire,2024-11-06,Shasta,11.0,40.432155,-122.426405,11,2,Fall,Small
Lemon Fire,2024-11-06,Tulare,40.0,36.393723,-119.011663,11,2,Fall,Medium
Horseshoe Fire,2024-10-30,Inyo,4537.0,36.496333,-118.139117,10,2,Fall,Large
Frenchman Fire,2024-11-07,Los Angeles,94.0,34.615371,-118.749654,11,3,Fall,Medium
Santa Lucia Fire,2024-11-07,Santa Barbara,125.0,34.691118,-120.501728,11,3,Fall,Medium
Garden Fire,2024-11-08,San Diego,48.0,33.33393,-117.18097,11,4,Fall,Medium
Resort 2 Fire,2024-11-08,San Diego,25.0,33.286514,-116.64017,11,4,Fall,Small
Waucoba Fire,2024-11-11,Inyo,8.0,37.0211,-118.007,11,0,Fall,Small
Bull Fire,2024-11-12,Kings,11.0,35.96313,-119.966199,11,1,Fall,Small
Eternal Fire,2024-11-13,Lassen,20.0,40.361854,-120.446162,11,2,Fall,Small
John Fire,2024-11-14,Merced,13.0,36.862905,-120.781992,11,3,Fall,Small
Kamm Fire,2024-11-16,Fresno,10.0,36.531149,-120.485099,11,5,Fall,Small
Sandy Fire,2024-11-17,Monterey,23.0,35.956529,-120.654725,11,6,Fall,Small
Brauns Fire,2024-11-20,Calaveras,50.0,38.205892,-120.730521,11,2,Fall,Medium
Millar Fire,2024-11-20,San Diego,11.0,32.72754,-116.93722,11,2,Fall,Small
Hidden Valley Fire,2024-11-20,Riverside,46.0,33.963907,-114.513662,11,2,Fall,Medium
Duck Fire,2024-11-21,San Joaquin,73.0,38.00025,-120.944749,11,3,Fall,Medium
Michigan Fire,2024-11-21,Amador,24.0,38.379304,-120.986172,11,3,Fall,Small
Broadway Fire,2024-11-21,Monterey,57.0,36.203824,-121.141238,11,3,Fall,Medium
Canal Fire,2024-11-22,Madera,34.0,37.051003,-119.926528,11,4,Fall,Small
Border 77 Fire,2024-11-23,San Diego,98.0,32.5891998,-116.9079487,11,5,Fall,Medium
Canyon Crest Fire,2024-11-28,"Riverside, San Bernardino",254.0,34.034077,-117.481178,11,3,Fall,Large
Derrick Fire,2024-12-02,Fresno,74.0,36.443544,-120.419992,12,0,Winter,Medium
Franklin Fire,2024-12-09,Los Angeles,4086.0,34.06343,-118.69642,12,0,Winter,Large
Rogers Fire ,2024-12-10,San Bernardino,10.0,34.6492,-117.3543,12,1,Winter,Small
Addie Fire,2024-12-14,Kern,30.0,35.27248,-119.61551,12,5,Winter,Small
Soto Fire,2024-12-17,Riverside,25.0,34.002023,-117.440844,12,1,Winter,Small
Soda Fire,2024-12-21,"Kern, San Luis Obispo",419.0,34.9868,-119.477,12,5,Winter,Large
Oak Fire,2025-01-01,Santa Barbara,42.0,34.883723,-120.246601,1,2,Winter,Medium
Border Fire,2025-01-01,San Diego,25.0,32.59853,-116.82817,1,2,Winter,Small
Palisades Fire,2025-01-07,Los Angeles,23448.0,34.07022,-118.54453,1,1,Winter,Large
Eaton Fire,2025-01-07,Los Angeles,14021.0,34.203483,-118.069155,1,1,Winter,Large
Hurst Fire,2025-01-07,Los Angeles,799.0,34.32533,-118.478134,1,1,Winter,Large
Tyler Fire,2025-01-08,Riverside,11.0,33.706565,-116.164126,1,2,Winter,Small
Woodley Fire,2025-01-08,Los Angeles,30.0,34.17973,-118.47438,1,2,Winter,Small
Olivas Fire,2025-01-08,Ventura,11.0,34.244456,-119.2567768,1,2,Winter,Small
Lidia Fire,2025-01-08,Los Angeles,348.0,34.4408,-118.2433,1,2,Winter,Large
Sunset Fire ,2025-01-08,Los Angeles,43.0,34.1105,-118.3536,1,2,Winter,Medium
Kenneth Fire,2025-01-09,"Los Angeles, Ventura",1052.0,34.185198,-118.66991,1,3,Winter,Large
Archer Fire,2025-01-10,Los Angeles,19.0,34.3087,-118.5111,1,4,Winter,Small
Auto Fire,2025-01-13,Ventura,61.0,34.23661,-119.20224,1,0,Winter,Medium
Scout Fire,2025-01-14,Riverside,2.0,33.989,-117.3887,1,1,Winter,Small
Little Mountain Fire,2025-01-15,San Bernardino,34.0,34.154384,-117.32064,1,2,Winter,Small
Lilac Fire,2025-01-21,San Diego,85.0,33.30932,-117.152114,1,1,Winter,Medium
Pala Fire,2025-01-21,San Diego,17.0,33.363226,-117.162897,1,1,Winter,Small
Friars Fire,2025-01-21,San Diego,3.0,32.7702,-117.1698,1,1,Winter,Small
Ncfr3 4 Fire,2025-01-21,San Diego,80.0,33.299921,-117.174205,1,1,Winter,Medium
Clay Fire,2025-01-21,Riverside,39.0,33.96682,-117.47055,1,1,Winter,Medium
Center Fire,2025-01-22,San Diego,7.0,33.001,-117.0887,1,2,Winter,Small
Hughes Fire,2025-01-22,Los Angeles,10425.0,34.553008,-118.56687,1,2,Winter,Large
Sepulveda Fire,2025-01-23,Los Angeles,45.0,34.0968,-118.47541,1,3,Winter,Medium
Laguna Fire,2025-01-23,Ventura,83.0,34.1655,-119.059,1,3,Winter,Medium
Border 2 Fire,2025-01-23,San Diego,6625.0,32.5947,-116.8437,1,3,Winter,Large
Gilman Fire,2025-01-23,San Diego,2.0,32.8622,-117.237,1,3,Winter,Small
Gibbel Fire,2025-01-23,Riverside,15.0,33.708601,-116.964339,1,3,Winter,Small
Rosa Fire,2025-01-29,San Luis Obispo,105.0,35.303682,-119.982524,1,2,Winter,Medium
Cross Fire,2025-02-09,Monterey,16.0,35.945458,-121.117684,2,6,Winter,Small
Eaton Flood,2025-02-13,Los Angeles,0.0,34.2038707,-118.1584203,2,3,Winter,Small
Penny Fire,2025-02-26,San Diego,9.0,32.922111,-116.475667,2,2,Winter,Small
Scout Fire,2025-02-28,San Diego,39.0,33.250188,-116.688664,2,4,Winter,Medium
Ranch Fire,2025-03-08,San Bernardino,60.0,34.643056,-117.351944,3,5,Spring,Medium
Range Fire,2025-03-12,Santa Barbara,14.0,34.738888,-120.574436,3,2,Spring,Small
Aha Quin Fire,2025-03-12,Riverside,16.0,33.732521,-114.510789,3,2,Spring,Small
Buchanan Fire,2025-03-24,Riverside,25.0,33.525303,-116.100296,3,0,Spring,Small
Silver Fire,2025-03-30,Inyo,1611.0,37.399684,-118.352523,3,6,Spring,Large
Wild Fire,2025-04-01,Fresno,37.0,36.72005,-120.387063,4,1,Spring,Medium
68 Fire,2025-04-02,Riverside,13.0,33.554725,-116.07895,4,2,Spring,Small
Hillcrest Fire,2025-04-07,Kern,14.0,35.38229,-118.90064,4,0,Spring,Small
Wildrose Fire,2025-04-08,San Bernardino,15.0,34.7001802,-117.1823536,4,1,Spring,Small
Lake Fire,2025-04-13,Del Norte,10.0,41.869329,-124.185699,4,6,Spring,Small
33 Fire,2025-04-15,Kern,11.0,35.120005,-119.43823,4,1,Spring,Small
Boyd Fire,2025-04-17,Imperial,15.0,32.9021295,-115.2930033,4,3,Spring,Small
Canyon Fire,2025-04-18,Merced,26.0,36.991952,-120.908311,4,4,Spring,Small
Dunes Fire,2025-04-18,Del Norte,37.0,41.804082,-124.220177,4,4,Spring,Medium
Panoche Fire,2025-04-20,San Benito,29.0,36.656093,-120.876101,4,6,Spring,Small
Sandy Fire,2025-04-23,Merced,21.0,37.185799,-120.513485,4,2,Spring,Small
Laporte Fire,2025-04-23,Yuba,15.0,39.516462,-121.19237,4,2,Spring,Small
Church Fire,2025-04-24,Riverside,50.0,33.638422,-116.142626,4,3,Spring,Medium
Reef Fire,2025-04-25,Kings,335.0,35.813704,-120.014805,4,4,Spring,Large
County Fire,2025-04-28,Siskiyou,15.0,41.92216,-121.3501,4,0,Spring,Small
Silver Fire,2025-04-28,Inyo,1600.0,37.399684,-118.352523,4,0,Spring,Large
Felipe Fire,2025-05-01,San Diego,50.0,33.098585,-116.470729,5,3,Spring,Medium
Eastman Fire,2025-05-02,Madera,10.0,37.2304128,-119.9868107,5,4,Spring,Small
Carroll Fire ,2025-05-04,Sacramento,90.0,38.350603,-121.398847,5,6,Spring,Medium
Pioneer Fire,2025-05-04,Tehama,68.0,40.2367915,-122.4158944,5,6,Spring,Medium
Putah Fire,2025-05-05,Solano,17.0,38.492882,-122.004577,5,0,Spring,Small
Matthew Fire,2025-05-06,Nevada,10.0,39.067758,-121.273365,5,1,Spring,Small
Springs Fire,2025-05-06,Tulare,1817.0,35.817188,-118.954931,5,1,Spring,Large
Scarlet Fire,2025-05-08,Fresno,66.0,36.6034,-120.3885,5,3,Spring,Medium
Anchor Fire,2025-05-09,Fresno,44.0,36.704866,-119.30285,5,4,Spring,Medium
Grande Fire,2025-05-09,Stanislaus,13.0,37.462643,-121.183569,5,4,Spring,Small
99 Fire,2025-05-09,Butte,32.0,39.55236,-121.688719,5,4,Spring,Small
Cherokee Fire,2025-05-10,Tulare,20.0,36.4213337,-118.9149505,5,5,Spring,Small
Pozo Fire,2025-05-10,San Luis Obispo,86.0,35.4018646,-120.1997983,5,5,Spring,Medium
Catlett Fire,2025-05-10,Placer,175.0,38.846183,-121.407882,5,5,Spring,Large
Energy Fire,2025-05-12,San Luis Obispo,43.0,35.351787,-120.040599,5,0,Spring,Medium
Sapphire Fire,2025-05-12,San Bernardino,10.0,33.954739,-117.702445,5,0,Spring,Small
Robinson Fire,2025-05-13,Merced,120.0,37.498636,-120.44704,5,1,Spring,Medium
Hansen Fire,2025-05-13,San Joaquin,16.0,37.719785,-121.53522,5,1,Spring,Small
L7a 2 Fire,2025-05-13,Merced,120.0,37.493638,-120.445783,5,1,Spring,Medium
Acres Fire,2025-05-14,Madera,636.0,37.0815942,-120.0170157,5,2,Spring,Large
Duck Fire,2025-05-14,San Joaquin,68.0,37.944835,-120.928401,5,2,Spring,Medium
Toro Fire,2025-05-14,Riverside,28.0,33.757845,-117.345037,5,2,Spring,Small
Globe Fire,2025-05-15,Santa Barbara,27.0,34.886238,-120.593673,5,3,Spring,Small
Baxter Fire,2025-05-15,Riverside,60.0,33.610162,-117.149827,5,3,Spring,Medium
Acampo Fire,2025-05-15,San Joaquin,22.0,38.148511,-121.040983,5,3,Spring,Small
White Fire,2025-05-15,Merced,23.0,37.244386,-120.198126,5,3,Spring,Small
Washoe Fire,2025-05-16,Fresno,25.0,36.652363,-120.460299,5,4,Spring,Small
Academy Fire,2025-05-16,San Diego,49.0,33.0859909,-116.9455267,5,4,Spring,Medium
Kahlon Fire,2025-05-17,Merced,19.0,37.187714,-120.333898,5,5,Spring,Small
Nella Fire,2025-05-17,Merced,535.0,37.0462978,-120.9680028,5,5,Spring,Large
Idria Fire,2025-05-17,San Benito,330.0,36.543667,-120.835667,5,5,Spring,Large
12th St / B St Fire,2025-05-17,Fresno,10.0,36.630347,-119.320298,5,5,Spring,Small
Jacobs Fire,2025-05-17,Fresno,15.0,36.639031,-119.313661,5,5,Spring,Small
Adams Fire,2025-05-17,Fresno,30.0,36.631825,-119.317698,5,5,Spring,Small
Grange Fire,2025-05-18,Stanislaus,30.0,37.6693899,-120.4395747,5,6,Spring,Small
Sunset Fire,2025-05-18,Placer,65.0,38.824583,-121.349272,5,6,Spring,Medium
Corn Fire,2025-05-18,Fresno,26.0,36.661361,-119.14466,5,6,Spring,Small
Panoche Fire,2025-05-18,Fresno,27.0,36.63874,-120.624598,5,6,Spring,Small
Democrat Fire,2025-05-18,Kern,895.0,35.479027,-118.7094208,5,6,Spring,Large
Walnut Fire,2025-05-18,Contra Costa,51.0,37.874694,-121.69861,5,6,Spring,Medium
Gunsmoke Fire,2025-05-18,Tehama,10.0,40.1624,-122.5868,5,6,Spring,Small
Jaw Fire,2025-05-19,Kern,4327.0,35.3158,-118.2225,5,0,Spring,Large
Spring Fire,2025-05-19,Siskiyou,12.0,41.33512,-122.32687,5,0,Spring,Small
Phillips Fire,2025-05-20,Merced,20.0,37.03473,-120.818154,5,1,Spring,Small
Cunningham Fire,2025-05-20,Merced,201.0,37.344921,-120.25151,5,1,Spring,Large
Crossing Fire,2025-05-20,Riverside,126.0,33.466549,-116.8260846,5,1,Spring,Medium
Sargent Fire,2025-05-20,Monterey,13.0,35.952527,-120.859456,5,1,Spring,Small
Mission Fire,2025-05-20,Merced,54.0,37.27341,-120.451639,5,1,Spring,Medium
Auburn Fire,2025-05-20,San Bernardino,54.0,34.590737,-117.465727,5,1,Spring,Medium
Sierra Fire,2025-05-21,Riverside,20.0,33.847742,-117.461546,5,2,Spring,Small
Creston Fire,2025-05-22,San Luis Obispo,14.0,35.564837,-120.560704,5,3,Spring,Small
Dan Fire,2025-05-22,Merced,100.0,37.244432,-120.670161,5,3,Spring,Medium
Midway Fire,2025-05-22,Alameda,261.0,37.71488,-121.561663,5,3,Spring,Large
Inn Fire,2025-05-22,Mono,728.0,38.009312,-119.156506,5,3,Spring,Large
Orange Fire,2025-05-22,Fresno,15.0,36.624674,-119.322692,5,3,Spring,Small
Spence Fire,2025-05-23,Yuba,58.0,39.118918,-121.331078,5,4,Spring,Medium
Guadalupe Fire,2025-05-23,Santa Clara,15.0,37.2106583,-121.8947894,5,4,Spring,Small
Pluto Fire,2025-05-24,Siskiyou,12.0,41.573333,-122.295,5,5,Spring,Small
Southside Fire,2025-05-24,San Benito,11.0,36.77321,-121.345501,5,5,Spring,Small
Rifle Fire,2025-05-24,Fresno,19.0,36.944525,-119.676186,5,5,Spring,Small
Milpas Fire,2025-05-24,San Bernardino,43.0,34.413935,-117.102917,5,5,Spring,Medium
Gun Fire,2025-05-25,Fresno,11.0,36.622453,-120.657656,5,6,Spring,Small
Lake Fire,2025-05-26,Stanislaus,28.0,37.648407,-120.492179,5,0,Spring,Small
Pecan Fire,2025-05-26,Fresno,14.0,36.611351,-119.43763,5,0,Spring,Small
Cherry Fire,2025-05-26,Solano,52.0,38.34346,-122.016511,5,0,Spring,Medium
Orange Fire,2025-05-26,Tulare,10.0,36.60254,-119.296,5,0,Spring,Small
Run Fire,2025-05-26,Madera,420.0,37.08447,-119.99113,5,0,Spring,Large
65 Fire,2025-05-27,Kern,30.0,35.46115,-119.08242,5,1,Spring,Small
Belmont Fire,2025-05-28,Fresno,75.0,36.749107,-120.373279,5,2,Spring,Medium
Juniper Fire,2025-05-28,Siskiyou,49.0,41.5892356,-122.3472513,5,2,Spring,Medium
Stadium Fire,2025-05-28,Fresno,30.0,36.613311,-119.322764,5,2,Spring,Small
Paloma Fire,2025-05-29,Merced,31.0,37.396908,-120.460411,5,3,Spring,Small
Frazier Fire,2025-05-29,Kern,105.0,34.8229,-118.9121,5,3,Spring,Medium
Grubbs Fire,2025-05-30,Butte,10.0,39.444691,-121.45917,5,4,Spring,Small
Hensley Fire,2025-05-30,Madera,24.0,37.100283,-119.883749,5,4,Spring,Small
Eureka Fire,2025-05-30,San Bernardino,214.0,34.0618164,-116.3269976,5,4,Spring,Large
Emily Fire,2025-05-30,Los Angeles,10.0,34.7561047,-118.46498,5,4,Spring,Small
Henderson Fire,2025-05-30,San Diego,256.0,33.3803841,-117.0608758,5,4,Spring,Large
State Fire,2025-05-31,Riverside,10.0,33.799855,-116.972054,5,5,Spring,Small
Coyote Fire,2025-05-31,Lassen,22.0,40.4095336,-120.526195,5,5,Spring,Small
Mccabe Fire,2025-05-31,Merced,15.0,37.125121,-121.088612,5,5,Spring,Small
Round Fire,2025-05-31,Ventura,2.0,34.709092,-119.336243,5,5,Spring,Small
Cove Fire,2025-05-31,Fresno,14.0,36.63234,-119.3495,5,5,Spring,Small
Rose Fire,2025-06-02,Fresno,1200.0,36.60343,-120.178698,6,0,Summer,Large
Cottonwood Fire,2025-06-02,Siskiyou,19.0,41.923333,-122.566666,6,0,Summer,Small
Rector Fire,2025-06-02,Fresno,56.0,36.7665646,-119.238331,6,0,Summer,Medium
Vista Grande Fire,2025-06-02,Solano,62.0,38.276076,-122.0643336,6,0,Summer,Medium
Ford Fire,2025-06-03,Fresno,75.0,36.7485076,-119.3741071,6,1,Summer,Medium
Quail Fire,2025-06-04,Shasta,16.0,40.542584,-122.274206,6,2,Summer,Small
Fort Fire,2025-06-04,Kern,389.0,34.8892431,-118.920401,6,2,Summer,Large
Juan Fire,2025-06-05,San Luis Obispo,24.0,35.386609,-120.1656,6,3,Summer,Small
Fink Fire,2025-06-05,Stanislaus,13.0,37.39594,-121.145689,6,3,Summer,Small
Grade Fire,2025-06-05,Monterey,7.0,36.520325,-121.757033,6,3,Summer,Small
Jack Fire,2025-06-05,Kern,50.0,35.708223,-120.157902,6,3,Summer,Medium
Sabe Fire,2025-06-05,San Benito,17.0,36.800358,-121.274403,6,3,Summer,Small
Perez Fire,2025-06-06,Fresno,20.0,36.766702,-120.384115,6,4,Summer,Small
Reading Fire,2025-06-08,Trinity,47.0,40.6399341,-122.9447813,6,6,Summer,Medium
Feather Complex Fire,2025-06-09,Plumas,19.0,39.8913619,-121.2897146,6,0,Summer,Small
Antonio Fire,2025-06-09,Santa Clara,18.0,37.353834,-121.554371,6,0,Summer,Small
Windy Fire,2025-06-09,Madera,12.0,37.34,-119.327,6,0,Summer,Small
Cahuilla Fire,2025-06-10,Riverside,188.0,33.540872,-116.740299,6,1,Summer,Large
McNamara Fire,2025-06-10,Merced,43.0,37.228714,-120.457979,6,1,Summer,Medium
Ranch Fire,2025-06-10,San Bernardino,4293.0,34.3745,-117.1232,6,1,Summer,Large
Bethany Fire,2025-06-10,Los Angeles,20.0,34.2,-118.309,6,1,Summer,Small
Greilich Fire,2025-06-10,Amador,11.0,38.454,-120.889,6,1,Summer,Small
SKU Early June Lightning Complex,2025-06-10,Siskiyou,108.0,41.716795,-122.345743,6,1,Summer,Medium
Letter Fire,2025-06-08,Plumas,11.0,39.8933,-121.287,6,6,Summer,Small
Lake Fire,2025-06-10,Kern,23.0,35.116076,-119.30306,6,1,Summer,Small
Rocky Fire,2025-06-11,Tulare,137.0,36.301073,-119.089751,6,2,Summer,Medium
Little Fire,2025-06-11,San Benito,586.0,36.656093,-120.876101,6,2,Summer,Large
Willow Fire,2025-06-11,Modoc,18.0,41.812667,-120.245333,6,2,Summer,Small
Dino Fire,2025-06-11,Santa Clara,266.0,37.066401,-121.219118,6,2,Summer,Large
Miller Fire,2025-06-09,Trinity,30.0,40.436496,-123.409997,6,0,Summer,Small
Ford Fire,2025-06-11,Colusa,14.0,39.302133,-122.488411,6,2,Summer,Small
Lobinger Fire,2025-06-11,Tehama,13.0,39.943968,-122.211579,6,2,Summer,Small
River Fire,2025-06-11,Madera,20.0,36.858259,-120.442537,6,2,Summer,Small
Claro Fire,2025-06-12,San Diego,45.0,33.080796,-117.212509,6,3,Summer,Medium
Firestone Fire,2025-06-12,Fresno,482.0,36.0931954,-120.4557421,6,3,Summer,Large
Airline Fire,2025-06-12,San Benito,46.0,36.351124,-120.963426,6,3,Summer,Medium
Hudson Fire,2025-06-12,Kern,616.0,34.9578,-119.403,6,3,Summer,Large
Rica Fire,2025-06-13,Yuba,25.0,39.27736,-121.479804,6,4,Summer,Small
Eagle Fire,2025-06-13,San Luis Obispo,38.0,35.78442,-120.926961,6,4,Summer,Medium
Clement Fire,2025-06-13,Shasta,20.0,40.479167,-122.4495,6,4,Summer,Small
Dogs Fire,2025-06-13,Kern,4407.0,35.6025,-119.0082,6,4,Summer,Large
Linda Fire,2025-06-13,Solano,111.0,38.4513,-122.0102,6,4,Summer,Medium
Eldorado Fire,2025-06-14,Fresno,50.0,36.2548,-120.211198,6,5,Summer,Medium
Bitter Fire,2025-06-14,San Luis Obispo,1651.0,35.543275,-120.155841,6,5,Summer,Large
Riosa Fire,2025-06-15,Placer,49.0,38.9750021,-121.3711948,6,6,Summer,Medium
Heaven Fire,2025-06-15,Siskiyou,20.0,41.829538,-122.655185,6,6,Summer,Small
Oak Fire,2025-06-15,Fresno,17.0,37.029083,-119.521241,6,6,Summer,Small
Vista Fire,2025-06-15,Riverside,15.0,33.817645,-116.865296,6,6,Summer,Small
Mission Fire,2025-06-16,Alameda,64.0,37.579302,-121.917569,6,0,Summer,Medium
Elm Fire,2025-06-16,Monterey,17.0,36.285576,-121.288116,6,0,Summer,Small
Mission 2 Fire,2025-06-16,San Diego,21.0,33.304144,-117.222897,6,0,Summer,Small
Flume Fire,2025-06-16,Tuolumne,10.0,38.002498,-120.428245,6,0,Summer,Small
Maria Fire,2025-06-16,Ventura,54.0,34.338157,-119.068341,6,0,Summer,Medium
Raymond Fire,2025-06-16,Madera,10.0,36.982098,-120.03479,6,0,Summer,Small
Howe Fire,2025-06-16,Ventura,44.0,34.390543,-118.788721,6,0,Summer,Medium
Raymond 2 Fire,2025-06-16,Madera,30.0,36.98112,-120.034098,6,0,Summer,Small
Tule Fire,2025-06-17,Tulare,40.0,36.024449,-118.803799,6,1,Summer,Medium
Monte Fire ,2025-06-17,San Diego,1495.0,32.8921885,-116.8435559,6,1,Summer,Large
Bonanza Fire,2025-06-17,El Dorado,181.0,38.65789,-120.88977,6,1,Summer,Large
Ranch Pl Fire,2025-06-17,Santa Clara,92.0,37.4097645,-121.8445081,6,1,Summer,Medium
Rider Fire,2025-06-18,Riverside,50.0,33.827937,-117.26152,6,2,Summer,Medium
Band Fire,2025-06-18,Mariposa,13.0,37.644013,-120.32096,6,2,Summer,Small
Somersville Fire,2025-06-18,Contra Costa,358.0,37.981065,-121.850359,6,2,Summer,Large
Iverson Fire,2025-06-19,Monterey,11.0,36.527575,-121.41631,6,3,Summer,Small
Rancho Fire,2025-06-19,Shasta,157.0,40.405179,-122.314137,6,3,Summer,Large
