incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH_fire,DAY_OF_WEEK_fire,SEASON_fire,FIRE_SIZE_CAT,DATE,TAVG,TMAX,TMIN,AWND,PRCP,TAVG_CAT,TMAX_CAT,TMIN_CAT,PRCP_CAT,MONTH_weather,DAY_OF_WEEK_weather,SEASON_weather
Borel Fire,2024-07-24,Kern,59288.0,35.515,-118.6836,7,2,Summer,Large,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Flora Fire,2024-07-24,Sonoma,36.0,38.590922,-122.768983,7,2,Summer,Medium,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Hatchett Fire,2024-07-25,Tulare,19.0,35.99271,-118.934596,7,3,Summer,Small,2024-07-25,,30.0,19.4,2.3,0.0,Unknown,High,High,Dry,7,3,Summer
Acorn Fire,2024-07-25,Lake,151.0,39.140133,-122.87667,7,3,Summer,Medium,2024-07-25,,30.0,19.4,2.3,0.0,Unknown,High,High,Dry,7,3,Summer
Lawton Fire,2024-07-25,San Bernardino,17.0,34.042687,-117.26745,7,3,Summer,Small,2024-07-25,,30.0,19.4,2.3,0.0,Unknown,High,High,Dry,7,3,Summer
Macy Fire,2024-07-25,Riverside,145.0,33.656742,-117.383235,7,3,Summer,Medium,2024-07-25,,30.0,19.4,2.3,0.0,Unknown,High,High,Dry,7,3,Summer
Flynn Fire,2024-07-25,Alameda,429.0,37.724532,-121.69605,7,3,Summer,Large,2024-07-25,,30.0,19.4,2.3,0.0,Unknown,High,High,Dry,7,3,Summer
Simpson Fire,2024-07-25,Fresno,47.0,36.98268,-118.61484,7,3,Summer,Medium,2024-07-25,,30.0,19.4,2.3,0.0,Unknown,High,High,Dry,7,3,Summer
Dockery Fire,2024-07-26,Fresno,20.0,36.573716,-119.601794,7,4,Summer,Small,2024-07-26,,,,,0.0,Unknown,,,Dry,7,4,Summer
Creek Fire,2024-07-26,Alameda,744.0,37.515462,-121.830534,7,4,Summer,Large,2024-07-26,,,,,0.0,Unknown,,,Dry,7,4,Summer
Point Fire,2024-07-26,Contra Costa,471.0,38.02175,-121.99056,7,4,Summer,Large,2024-07-26,,,,,0.0,Unknown,,,Dry,7,4,Summer
Lammers Fire,2024-07-26,San Joaquin,20.0,37.7146,-121.4764,7,4,Summer,Small,2024-07-26,,,,,0.0,Unknown,,,Dry,7,4,Summer
Victoria Fire,2024-07-26,Los Angeles,10.0,34.50523,-118.245656,7,4,Summer,Small,2024-07-26,,,,,0.0,Unknown,,,Dry,7,4,Summer
Riley Fire,2024-07-27,Mendocino,12.0,39.418982,-123.590238,7,5,Summer,Small,2024-07-27,,25.6,18.9,2.7,0.0,Unknown,Medium,High,Dry,7,5,Summer
Cosgrove Fire,2024-07-27,Calaveras,12.0,38.222987,-120.802822,7,5,Summer,Small,2024-07-27,,25.6,18.9,2.7,0.0,Unknown,Medium,High,Dry,7,5,Summer
Museum Fire,2024-07-27,Riverside,21.0,33.856642,-117.204108,7,5,Summer,Small,2024-07-27,,25.6,18.9,2.7,0.0,Unknown,Medium,High,Dry,7,5,Summer
Walnut Fire,2024-07-27,Riverside,68.0,33.826534,-117.257982,7,5,Summer,Medium,2024-07-27,,25.6,18.9,2.7,0.0,Unknown,Medium,High,Dry,7,5,Summer
Walker Fire,2024-07-28,Riverside,65.0,33.731572,-117.393766,7,6,Summer,Medium,2024-07-28,,28.3,17.2,1.4,0.0,Unknown,High,High,Dry,7,6,Summer
Border 65 Fire,2024-07-28,San Diego,61.0,32.576716,-116.699961,7,6,Summer,Medium,2024-07-28,,28.3,17.2,1.4,0.0,Unknown,High,High,Dry,7,6,Summer
Sunset Fire,2024-07-28,Humboldt,13.0,40.368506,-124.362017,7,6,Summer,Small,2024-07-28,,28.3,17.2,1.4,0.0,Unknown,High,High,Dry,7,6,Summer
Nixon Fire,2024-07-29,Riverside,5192.0,33.4773,-116.7805,7,0,Summer,Large,2024-07-29,,26.7,17.2,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Cougar Fire,2024-07-29,Tehama,9.0,40.002008,-122.404759,7,0,Summer,Small,2024-07-29,,26.7,17.2,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Carmen Fire,2024-07-29,Riverside,11.0,33.910649,-116.782856,7,0,Summer,Small,2024-07-29,,26.7,17.2,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Italian Fire,2024-07-29,Fresno,46.0,37.1336,-119.394,7,0,Summer,Medium,2024-07-29,,26.7,17.2,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Eagle Fire,2024-07-30,San Luis Obispo,11.0,35.7205881,-120.561774,7,1,Summer,Small,2024-07-30,,,,,0.0,Unknown,,,Dry,7,1,Summer
Border 66 Fire,2024-07-30,San Diego,300.0,32.5736,-116.6961,7,1,Summer,Large,2024-07-30,,,,,0.0,Unknown,,,Dry,7,1,Summer
Pole Fire,2024-07-30,San Bernardino,300.0,34.413261,-117.172494,7,1,Summer,Large,2024-07-30,,,,,0.0,Unknown,,,Dry,7,1,Summer
Pedro Fire,2024-07-30,"Mariposa, Tuolumne",3815.0,37.689773,-120.31848,7,1,Summer,Large,2024-07-30,,,,,0.0,Unknown,,,Dry,7,1,Summer
Dino Fire,2024-07-31,Merced,15.0,37.068124,-121.213195,7,2,Summer,Small,2024-07-31,,,,,0.0,Unknown,,,Dry,7,2,Summer
Alamos Fire,2024-08-02,Riverside,72.0,33.582198,-117.166941,8,4,Summer,Medium,2024-08-02,,33.9,19.4,1.3,0.0,Unknown,High,High,Dry,8,4,Summer
Tahoe Fire,2024-08-03,Merced,22.0,37.353634,-120.507495,8,5,Summer,Small,2024-08-03,,,,,0.0,Unknown,,,Dry,8,5,Summer
Burbank Fire ,2024-08-03,Los Angeles,75.0,34.172602,-118.475521,8,5,Summer,Medium,2024-08-03,,,,,0.0,Unknown,,,Dry,8,5,Summer
Echo Fire,2024-08-03,Mariposa,12.0,37.756167,-119.416517,8,5,Summer,Small,2024-08-03,,,,,0.0,Unknown,,,Dry,8,5,Summer
Coffee Pot Fire,2024-08-03,Tulare,14104.0,36.38857,-118.768,8,5,Summer,Large,2024-08-03,,,,,0.0,Unknown,,,Dry,8,5,Summer
Franklin Fire,2024-08-04,Riverside,12.0,33.671261,-117.318087,8,6,Summer,Small,2024-08-04,,29.4,18.9,2.4,0.0,Unknown,High,High,Dry,8,6,Summer
Bella Fire,2024-08-04,Kern,500.0,35.633966,-117.970987,8,6,Summer,Large,2024-08-04,,29.4,18.9,2.4,0.0,Unknown,High,High,Dry,8,6,Summer
Middle Fire,2024-08-04,Tuolumne,310.0,37.862367,-119.704567,8,6,Summer,Large,2024-08-04,,29.4,18.9,2.4,0.0,Unknown,High,High,Dry,8,6,Summer
Morrison Fire,2024-08-04,Tuolumne,30.0,37.9043,-119.615283,8,6,Summer,Small,2024-08-04,,29.4,18.9,2.4,0.0,Unknown,High,High,Dry,8,6,Summer
Gover Fire,2024-08-05,Shasta,12.0,40.393586,-122.176593,8,0,Summer,Small,2024-08-05,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,0,Summer
Kimtu Fire,2024-08-05,Humboldt,14.0,40.08453,-123.807764,8,0,Summer,Small,2024-08-05,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,0,Summer
Edgehill Fire,2024-08-05,San Bernardino,54.0,34.1516679,-117.3043742,8,0,Summer,Medium,2024-08-05,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,0,Summer
Crozier Fire,2024-08-06,El Dorado,1938.0,38.82889,-120.6975,8,1,Summer,Large,2024-08-06,,26.7,19.4,3.1,0.0,Unknown,High,High,Dry,8,1,Summer
Purple Fire,2024-08-07,Butte,10.0,39.46018,-121.35725,8,2,Summer,Small,2024-08-07,,27.2,20.0,3.6,0.0,Unknown,High,High,Dry,8,2,Summer
Silver Fire,2024-08-07,El Dorado,41.0,38.7027118,-121.020844,8,2,Summer,Medium,2024-08-07,,27.2,20.0,3.6,0.0,Unknown,High,High,Dry,8,2,Summer
Town Fire,2024-08-07,Calaveras,10.0,38.217239,-120.833961,8,2,Summer,Small,2024-08-07,,27.2,20.0,3.6,0.0,Unknown,High,High,Dry,8,2,Summer
Valley Fire,2024-08-08,Madera,55.0,36.954837,-120.291882,8,3,Summer,Medium,2024-08-08,,26.1,20.0,3.0,0.0,Unknown,Medium,High,Dry,8,3,Summer
Canyon Fire,2024-08-08,Tuolumne,80.0,37.978113,-120.21464,8,3,Summer,Medium,2024-08-08,,26.1,20.0,3.0,0.0,Unknown,Medium,High,Dry,8,3,Summer
Boise Fire,2024-08-09,Humboldt,12929.0,41.2522,-123.5113,8,4,Summer,Large,2024-08-09,,,,,0.0,Unknown,,,Dry,8,4,Summer
Blue Fire,2024-08-09,Solano,60.0,38.3073,-122.0501,8,4,Summer,Medium,2024-08-09,,,,,0.0,Unknown,,,Dry,8,4,Summer
Cal Fire,2024-08-09,Kern,60.0,35.0307313,-118.364146,8,4,Summer,Medium,2024-08-09,,,,,0.0,Unknown,,,Dry,8,4,Summer
Mission Fire,2024-08-10,Riverside,11.0,33.640118,-117.292525,8,5,Summer,Small,2024-08-10,,,,,0.0,Unknown,,,Dry,8,5,Summer
Summit Fire,2024-08-10,Calaveras,21.0,38.324942,-120.427903,8,5,Summer,Small,2024-08-10,,,,,0.0,Unknown,,,Dry,8,5,Summer
Lower Fire,2024-08-10,Shasta,110.0,40.581893,-122.449341,8,5,Summer,Medium,2024-08-10,,,,,0.0,Unknown,,,Dry,8,5,Summer
Mack Fire,2024-08-10,Riverside,63.0,33.822694,-117.282555,8,5,Summer,Medium,2024-08-10,,,,,0.0,Unknown,,,Dry,8,5,Summer
Blue Fire,2024-08-10,Kern,427.0,35.33324,-118.419612,8,5,Summer,Large,2024-08-10,,,,,0.0,Unknown,,,Dry,8,5,Summer
Meiss Fire,2024-08-11,Sacramento,108.0,38.427179,-121.054386,8,6,Summer,Medium,2024-08-11,,29.4,21.1,2.5,0.0,Unknown,High,High,Dry,8,6,Summer
Anita Fire,2024-08-12,San Diego,20.0,32.717599,-116.927749,8,0,Summer,Small,2024-08-12,,31.1,20.6,1.7,0.0,Unknown,High,High,Dry,8,0,Summer
Reservoir Fire,2024-08-12,Lake,68.0,39.07015,-122.509941,8,0,Summer,Medium,2024-08-12,,31.1,20.6,1.7,0.0,Unknown,High,High,Dry,8,0,Summer
Oso Fire,2024-08-12,Stanislaus,11.0,37.471329,-121.23737,8,0,Summer,Small,2024-08-12,,31.1,20.6,1.7,0.0,Unknown,High,High,Dry,8,0,Summer
Turbine Fire,2024-08-12,Kern,329.0,35.0200352,-118.3419912,8,0,Summer,Large,2024-08-12,,31.1,20.6,1.7,0.0,Unknown,High,High,Dry,8,0,Summer
Papa Fire,2024-08-13,San Diego,60.0,33.3073021,-117.368598,8,1,Summer,Medium,2024-08-13,,31.1,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Kahlon Fire,2024-08-13,Merced,17.0,37.181034,-120.32559,8,1,Summer,Small,2024-08-13,,31.1,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Queenstone Fire,2024-08-13,Marin,18.0,38.043415,-122.562044,8,1,Summer,Small,2024-08-13,,31.1,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Moon Fire,2024-08-13,Los Angeles,15.0,34.284624,-117.8406047,8,1,Summer,Small,2024-08-13,,31.1,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Bruns Fire,2024-08-14,Contra Costa,25.0,37.809344,-121.604861,8,2,Summer,Small,2024-08-14,,31.1,19.4,1.4,0.0,Unknown,High,High,Dry,8,2,Summer
White Fire,2024-08-14,Riverside,13.0,33.922735,-116.650391,8,2,Summer,Small,2024-08-14,,31.1,19.4,1.4,0.0,Unknown,High,High,Dry,8,2,Summer
Zarzo Fire,2024-08-15,Mariposa,103.0,37.630738,-120.313718,8,3,Summer,Medium,2024-08-15,,32.8,19.4,1.6,0.0,Unknown,High,High,Dry,8,3,Summer
Waltz Fire,2024-08-15,Merced,85.0,37.349442,-120.238125,8,3,Summer,Medium,2024-08-15,,32.8,19.4,1.6,0.0,Unknown,High,High,Dry,8,3,Summer
Marco Fire,2024-08-16,San Bernardino,65.0,34.475777,-117.463332,8,4,Summer,Medium,2024-08-16,,,,,0.0,Unknown,,,Dry,8,4,Summer
Pendulum Fire,2024-08-16,Kern,269.0,35.4189737,-118.8709169,8,4,Summer,Large,2024-08-16,,,,,0.0,Unknown,,,Dry,8,4,Summer
Marysville Fire,2024-08-17,Butte,23.0,39.468991,-121.561366,8,5,Summer,Small,2024-08-17,,26.1,21.1,2.5,0.0,Unknown,Medium,High,Dry,8,5,Summer
Cypress Fire,2024-08-17,San Luis Obispo,88.0,35.578845,-120.901571,8,5,Summer,Medium,2024-08-17,,26.1,21.1,2.5,0.0,Unknown,Medium,High,Dry,8,5,Summer
Hills Fire,2024-08-18,Madera,172.0,36.909429,-119.792619,8,6,Summer,Large,2024-08-18,,27.2,21.1,2.1,0.0,Unknown,High,High,Dry,8,6,Summer
Grant Fire,2024-08-19,"Alameda, San Joaquin",16.0,37.740555,-121.585729,8,0,Summer,Small,2024-08-19,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,8,0,Summer
Interlake Fire,2024-08-19,Monterey,22.0,35.8378,-121.038125,8,0,Summer,Small,2024-08-19,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,8,0,Summer
Livermore Fire,2024-08-19,Alameda,16.0,37.665174,-121.740217,8,0,Summer,Small,2024-08-19,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,8,0,Summer
Green Fire,2024-08-19,Alameda,6.0,37.7055278,-121.6971111,8,0,Summer,Small,2024-08-19,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,8,0,Summer
Railroad Fire,2024-08-19,Solano,60.0,38.193824,-121.8572856,8,0,Summer,Medium,2024-08-19,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,8,0,Summer
Quimby Fire,2024-08-19,Santa Clara,33.0,37.333444,-121.7338333,8,0,Summer,Small,2024-08-19,,34.4,18.3,1.0,0.0,Unknown,High,High,Dry,8,0,Summer
Bishop Fire,2024-08-20,San Luis Obispo,15.0,35.275553,-120.644048,8,1,Summer,Small,2024-08-20,,33.3,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Rancho Fire,2024-08-20,San Luis Obispo,9.0,35.704967,-120.582252,8,1,Summer,Small,2024-08-20,,33.3,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Grade Fire,2024-08-20,Santa Barbara,25.0,34.5337178,-120.195855,8,1,Summer,Small,2024-08-20,,33.3,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Winchester Fire,2024-08-20,Riverside,10.0,33.71271,-117.08414,8,1,Summer,Small,2024-08-20,,33.3,19.4,1.8,0.0,Unknown,High,High,Dry,8,1,Summer
Ace Fire,2024-08-21,Calaveras,16.0,38.190649,-120.828003,8,2,Summer,Small,2024-08-21,,,,,0.0,Unknown,,,Dry,8,2,Summer
Amaral Fire,2024-08-21,Solano,11.0,38.252807,-122.171501,8,2,Summer,Small,2024-08-21,,,,,0.0,Unknown,,,Dry,8,2,Summer
Turner Fire,2024-08-21,Merced,15.0,37.372385,-120.959582,8,2,Summer,Small,2024-08-21,,,,,0.0,Unknown,,,Dry,8,2,Summer
Canyon Fire,2024-08-21,Los Angeles,25.0,34.29046,-118.288398,8,2,Summer,Small,2024-08-21,,,,,0.0,Unknown,,,Dry,8,2,Summer
Edna Fire,2024-08-22,Riverside,33.0,33.9009,-116.869456,8,3,Summer,Small,2024-08-22,,,,,0.0,Unknown,,,Dry,8,3,Summer
Walmort Fire,2024-08-22,Sacramento,45.0,38.3809,-121.251908,8,3,Summer,Medium,2024-08-22,,,,,0.0,Unknown,,,Dry,8,3,Summer
Beach Fire,2024-08-22,Riverside,34.0,33.9689911,-117.49379,8,3,Summer,Small,2024-08-22,,,,,0.0,Unknown,,,Dry,8,3,Summer
Proctor 8 Fire,2024-08-23,San Diego,27.0,32.675679,-116.92502,8,4,Summer,Small,2024-08-23,,25.6,19.4,2.8,0.0,Unknown,Medium,High,Dry,8,4,Summer
Banning Fire,2024-08-23,Riverside,86.0,33.928939,-116.846198,8,4,Summer,Medium,2024-08-23,,25.6,19.4,2.8,0.0,Unknown,Medium,High,Dry,8,4,Summer
Refugio Fire,2024-08-23,Santa Barbara,86.0,34.506,-120.064,8,4,Summer,Medium,2024-08-23,,25.6,19.4,2.8,0.0,Unknown,Medium,High,Dry,8,4,Summer
Chevelle Fire,2024-08-23,Tulare,27.0,35.805079,-119.053499,8,4,Summer,Small,2024-08-23,,25.6,19.4,2.8,0.0,Unknown,Medium,High,Dry,8,4,Summer
Motor Fire,2024-08-23,Los Angeles,11.0,34.6592518,-118.7548048,8,4,Summer,Small,2024-08-23,,25.6,19.4,2.8,0.0,Unknown,Medium,High,Dry,8,4,Summer
Far Fire,2024-08-23,Placer,12.0,39.037213,-121.312694,8,4,Summer,Small,2024-08-23,,25.6,19.4,2.8,0.0,Unknown,Medium,High,Dry,8,4,Summer
Benito Fire,2024-08-24,Fresno,17.0,36.730979,-120.360998,8,5,Summer,Small,2024-08-24,,,,,0.0,Unknown,,,Dry,8,5,Summer
Summit Fire ,2024-08-24,San Bernardino,76.0,34.318425,-117.340037,8,5,Summer,Medium,2024-08-24,,,,,0.0,Unknown,,,Dry,8,5,Summer
Wild Wash Fire,2024-08-24,San Bernardino,23.0,34.701134,-117.204094,8,5,Summer,Small,2024-08-24,,,,,0.0,Unknown,,,Dry,8,5,Summer
Tenaja Fire,2024-08-25,Riverside,130.0,33.583553,-117.403313,8,6,Summer,Medium,2024-08-25,,,,,0.0,Unknown,,,Dry,8,6,Summer
Solar Fire,2024-08-25,Merced,22.0,37.115241,-121.033398,8,6,Summer,Small,2024-08-25,,,,,0.0,Unknown,,,Dry,8,6,Summer
Park Fire ,2024-08-25,Riverside,16.0,33.7580149,-116.9496357,8,6,Summer,Small,2024-08-25,,,,,0.0,Unknown,,,Dry,8,6,Summer
Florin Fire,2024-08-26,Sacramento,42.0,38.496413,-121.297565,8,0,Summer,Medium,2024-08-26,,,,,0.0,Unknown,,,Dry,8,0,Summer
Excelsior Fire,2024-08-26,Sacramento,38.0,38.524067,-121.279094,8,0,Summer,Medium,2024-08-26,,,,,0.0,Unknown,,,Dry,8,0,Summer
Weller Fire,2024-08-27,Kern,78.0,35.5497,-118.958785,8,1,Summer,Medium,2024-08-27,,28.9,18.3,1.4,0.0,Unknown,High,High,Dry,8,1,Summer
Johnson Fire,2024-08-27,San Bernardino,15.0,34.4045559,-117.559695,8,1,Summer,Small,2024-08-27,,28.9,18.3,1.4,0.0,Unknown,High,High,Dry,8,1,Summer
Pioneer Fire,2024-08-27,San Bernardino,22.0,34.452109,-117.077204,8,1,Summer,Small,2024-08-27,,28.9,18.3,1.4,0.0,Unknown,High,High,Dry,8,1,Summer
Gulch Fire,2024-08-28,Sonoma,19.0,38.233952,-122.520366,8,2,Summer,Small,2024-08-28,,,,,0.0,Unknown,,,Dry,8,2,Summer
Silver Fire,2024-08-28,Calaveras,12.0,38.361834,-120.499717,8,2,Summer,Small,2024-08-28,,,,,0.0,Unknown,,,Dry,8,2,Summer
Keys Fire,2024-08-28,San Diego,18.0,33.2902,-117.0764,8,2,Summer,Small,2024-08-28,,,,,0.0,Unknown,,,Dry,8,2,Summer
Way Fire,2024-08-29,Kern,88.0,35.694044,-118.426716,8,3,Summer,Medium,2024-08-29,,27.8,17.8,1.7,0.0,Unknown,High,High,Dry,8,3,Summer
Two Fire,2024-08-29,Sonoma,33.0,38.264246,-122.743925,8,3,Summer,Small,2024-08-29,,27.8,17.8,1.7,0.0,Unknown,High,High,Dry,8,3,Summer
Vasco Fire,2024-08-29,Alameda,16.0,37.777334,-121.71679,8,3,Summer,Small,2024-08-29,,27.8,17.8,1.7,0.0,Unknown,High,High,Dry,8,3,Summer
Armstrong Fire,2024-08-31,Contra Costa,20.0,37.838349,-121.632921,8,5,Summer,Small,2024-08-31,,,,,0.0,Unknown,,,Dry,8,5,Summer
Minton Fire,2024-08-31,Riverside,22.0,33.758036,-117.112489,8,5,Summer,Small,2024-08-31,,,,,0.0,Unknown,,,Dry,8,5,Summer
Bichota Fire,2024-08-31,Los Angeles,3.0,34.25914,-117.856102,8,5,Summer,Small,2024-08-31,,,,,0.0,Unknown,,,Dry,8,5,Summer
High Fire,2024-08-31,Tehama,45.0,39.993914,-122.560451,8,5,Summer,Medium,2024-08-31,,,,,0.0,Unknown,,,Dry,8,5,Summer
Union Fire,2024-08-31,San Luis Obispo,11.0,35.655361,-120.533933,8,5,Summer,Small,2024-08-31,,,,,0.0,Unknown,,,Dry,8,5,Summer
Robert Fire,2024-09-01,Solano,48.0,38.207676,-122.156703,9,6,Fall,Medium,2024-09-01,,,,,0.0,Unknown,,,Dry,9,6,Fall
Argyle Fire,2024-09-01,Monterey,91.0,36.015369,-121.129602,9,6,Fall,Medium,2024-09-01,,,,,0.0,Unknown,,,Dry,9,6,Fall
Record Fire,2024-09-01,Riverside,517.0,33.8126,-116.9476,9,6,Fall,Large,2024-09-01,,,,,0.0,Unknown,,,Dry,9,6,Fall
Centerville Fire,2024-09-02,Butte,59.0,39.73984,-121.69988,9,0,Fall,Medium,2024-09-02,,,,,0.0,Unknown,,,Dry,9,0,Fall
Gabriel Fire,2024-09-02,Los Angeles,40.0,34.122607,-117.953154,9,0,Fall,Medium,2024-09-02,,,,,0.0,Unknown,,,Dry,9,0,Fall
Hwy 152 E/ Rd 13 Fire,2024-09-02,Madera,40.0,37.083449,-120.310758,9,0,Fall,Medium,2024-09-02,,,,,0.0,Unknown,,,Dry,9,0,Fall
Bear Fire,2024-09-02,Sierra,3323.0,39.596704,-120.21859,9,0,Fall,Large,2024-09-02,,,,,0.0,Unknown,,,Dry,9,0,Fall
Hawk Fire,2024-09-03,San Luis Obispo,14.0,35.313339,-120.623763,9,1,Fall,Small,2024-09-03,,33.9,19.4,1.4,0.0,Unknown,High,High,Dry,9,1,Fall
Boone Fire,2024-09-03,Fresno,17600.0,36.12175,-120.58848,9,1,Fall,Large,2024-09-03,,33.9,19.4,1.4,0.0,Unknown,High,High,Dry,9,1,Fall
Backus Fire,2024-09-03,Kern,41.0,34.876586,-118.248827,9,1,Fall,Medium,2024-09-03,,33.9,19.4,1.4,0.0,Unknown,High,High,Dry,9,1,Fall
Chapman Fire,2024-09-04,Riverside,18.0,33.472372,-116.651385,9,2,Fall,Small,2024-09-04,,32.2,20.6,2.1,0.0,Unknown,High,High,Dry,9,2,Fall
Post Fire,2024-09-04,Riverside,264.0,33.773143,-117.297767,9,2,Fall,Large,2024-09-04,,32.2,20.6,2.1,0.0,Unknown,High,High,Dry,9,2,Fall
Line Fire,2024-09-05,San Bernardino,43978.0,34.121119,-117.154705,9,3,Fall,Large,2024-09-05,,33.9,21.1,2.0,0.0,Unknown,High,High,Dry,9,3,Fall
Dorado Fire,2024-09-05,Fresno,502.0,36.13751,-120.24039,9,3,Fall,Large,2024-09-05,,33.9,21.1,2.0,0.0,Unknown,High,High,Dry,9,3,Fall
Midway Rd Fire,2024-09-05,Merced,10.0,37.055082,-120.750881,9,3,Fall,Small,2024-09-05,,33.9,21.1,2.0,0.0,Unknown,High,High,Dry,9,3,Fall
Cove Fire,2024-09-06,Riverside,15.0,33.758174,-116.738699,9,4,Fall,Small,2024-09-06,,42.8,22.8,2.5,0.0,Unknown,High,High,Dry,9,4,Fall
Canary Fire,2024-09-06,San Diego,25.0,33.44756,-117.40342,9,4,Fall,Small,2024-09-06,,42.8,22.8,2.5,0.0,Unknown,High,High,Dry,9,4,Fall
Pine Fire,2024-09-06,Mendocino,18.0,39.351831,-123.186117,9,4,Fall,Small,2024-09-06,,42.8,22.8,2.5,0.0,Unknown,High,High,Dry,9,4,Fall
Church 2 Fire,2024-09-07,San Diego,40.0,32.700797,-116.357286,9,5,Fall,Medium,2024-09-07,,35.0,24.4,1.7,0.0,Unknown,High,High,Dry,9,5,Fall
Roblar Fire ,2024-09-07,San Diego,950.0,33.4088,-117.3623,9,5,Fall,Large,2024-09-07,,35.0,24.4,1.7,0.0,Unknown,High,High,Dry,9,5,Fall
Mill Creek 4 Fire,2024-09-07,Humboldt,25.0,41.1088,-123.6761,9,5,Fall,Small,2024-09-07,,35.0,24.4,1.7,0.0,Unknown,High,High,Dry,9,5,Fall
Cotton Fire,2024-09-07,Fresno,314.0,36.639321,-120.30277,9,5,Fall,Large,2024-09-07,,35.0,24.4,1.7,0.0,Unknown,High,High,Dry,9,5,Fall
Boyles Fire,2024-09-08,Lake,81.0,38.92934,-122.61065,9,6,Fall,Medium,2024-09-08,,,,,0.0,Unknown,,,Dry,9,6,Fall
Bridge Fire,2024-09-08,"Los Angeles, San Bernardino",56030.0,34.2396,-117.7625,9,6,Fall,Large,2024-09-08,,,,,0.0,Unknown,,,Dry,9,6,Fall
Rice 2 Fire,2024-09-08,San Diego,20.0,33.353446,-117.135771,9,6,Fall,Small,2024-09-08,,,,,0.0,Unknown,,,Dry,9,6,Fall
Train Fire,2024-09-09,Kern,48.0,35.2659,-118.62193,9,0,Fall,Medium,2024-09-09,,35.6,22.2,2.3,0.0,Unknown,High,High,Dry,9,0,Fall
Wicklow Fire,2024-09-09,Amador,63.0,38.361232,-120.814317,9,0,Fall,Medium,2024-09-09,,35.6,22.2,2.3,0.0,Unknown,High,High,Dry,9,0,Fall
Sunset Fire,2024-09-09,Riverside,54.0,33.917991,-116.91162,9,0,Fall,Medium,2024-09-09,,35.6,22.2,2.3,0.0,Unknown,High,High,Dry,9,0,Fall
Airport Fire,2024-09-09,"Orange, Riverside",23526.0,33.6676762,-117.566221,9,0,Fall,Large,2024-09-09,,35.6,22.2,2.3,0.0,Unknown,High,High,Dry,9,0,Fall
Apollo Fire,2024-09-10,Los Angeles,800.0,34.77011,-118.53335,9,1,Fall,Large,2024-09-10,,,,,0.0,Unknown,,,Dry,9,1,Fall
Kelso Fire,2024-09-10,Alameda,22.0,37.7952949,-121.6060708,9,1,Fall,Small,2024-09-10,,,,,0.0,Unknown,,,Dry,9,1,Fall
Coyote Fire,2024-09-10,Riverside,20.0,33.803944,-116.30113,9,1,Fall,Small,2024-09-10,,,,,0.0,Unknown,,,Dry,9,1,Fall
Willow Fire,2024-09-11,Contra Costa,62.0,38.0115396,-121.997014,9,2,Fall,Medium,2024-09-11,,26.7,16.7,2.2,0.0,Unknown,High,Medium,Dry,9,2,Fall
Joshua Fire,2024-09-11,Los Angeles,30.0,34.50295,-118.045033,9,2,Fall,Small,2024-09-11,,26.7,16.7,2.2,0.0,Unknown,High,Medium,Dry,9,2,Fall
Alpaugh Fire,2024-09-11,Tulare,18.0,35.863675,-119.536893,9,2,Fall,Small,2024-09-11,,26.7,16.7,2.2,0.0,Unknown,High,Medium,Dry,9,2,Fall
Quincy Fire,2024-09-12,Butte,85.0,39.48058,-121.42105,9,3,Fall,Medium,2024-09-12,,,,,0.0,Unknown,,,Dry,9,3,Fall
Bell Fire,2024-09-14,El Dorado,12.0,38.545436,-120.840433,9,5,Fall,Small,2024-09-14,,,,,0.0,Unknown,,,Dry,9,5,Fall
Cougar Fire,2024-09-15,Sonoma,53.0,38.145843,-122.485218,9,6,Fall,Medium,2024-09-15,,24.4,20.0,2.2,0.0,Unknown,Medium,High,Dry,9,6,Fall
Ripple Fire,2024-09-15,Fresno,15.0,36.682583,-119.189459,9,6,Fall,Small,2024-09-15,,24.4,20.0,2.2,0.0,Unknown,Medium,High,Dry,9,6,Fall
